countrycode,regioncode,regionname,regiontype,regionnotes1, regionnotes2
PL,PLKP,Kujawsko-pomorskie,Province,,
PL,PLLB,Lubuskie,Province,,
PL,PLLD,Łódzkie,Province,,
PL,PLLU,Lubelskie,Province,,
PL,PLMA,Małopolskie,Province,,
PL,PLMZ,Mazowieckie,Province,,
PL,PLOP,Opolskie,Province,,
PL,PLPD,Podlaskie,Province,,
PL,PLPK,Podkarpackie,Province,,
PL,PLPM,Pomorskie,Province,,
PL,PLSK,Świętokrzyskie,Province,,
PL,PLSL,Śląskie,Province,,
PL,PLWN,Warmińsko-mazurskie,Province,,
PL,PLWP,Wielkopolskie,Province,,
PL,PLZP,Zachodniopomorskie,Province,,
KP,KP01,P’yŏngyang,Capital city,,
KP,KP02,P’yŏngan-namdo,Province,,
KP,KP03,P’yŏngan-bukto,Province,,
KP,KP04,Chagang-do,Province,,
KP,KP05,Hwanghae-namdo,Province,,
KP,KP06,Hwanghae-bukto,Province,,
KP,KP07,Kangwŏn-do,Province,,
KP,KP08,Hamgyŏng-namdo,Province,,
KP,KP09,Hamgyŏng-bukto,Province,,
KP,KP10,Yanggang-do,Province,,
KP,KP13,Nasŏn (Najin-Sŏnbong),Special city,,
PT,PT01,Aveiro,District,,
PT,PT02,Beja,District,,
PT,PT03,Braga,District,,
PT,PT04,Bragança,District,,
PT,PT05,Castelo Branco,District,,
PT,PT06,Coimbra,District,,
PT,PT07,Évora,District,,
PT,PT08,Faro,District,,
PT,PT09,Guarda,District,,
PT,PT10,Leiria,District,,
PT,PT11,Lisboa,District,,
PT,PT12,Portalegre,District,,
PT,PT13,Porto,District,,
PT,PT14,Santarém,District,,
PT,PT15,Setúbal,District,,
PT,PT16,Viana do Castelo,District,,
PT,PT17,Vila Real,District,,
PT,PT18,Viseu,District,,
PT,PT20,Região Autónoma dos Açores,Autonomous region,,
PT,PT30,Região Autónoma da Madeira,Autonomous region,,
PY,PY1,Concepción,Department,,
PY,PY10,Alto Paraná,Department,,
PY,PY11,Central,Department,,
PY,PY12,Ñeembucú,Department,,
PY,PY13,Amambay,Department,,
PY,PY14,Canindeyú,Department,,
PY,PY15,Presidente Hayes,Department,,
PY,PY16,Alto Paraguay,Department,,
PY,PY19,Boquerón,Department,,
PY,PY2,San Pedro,Department,,
PY,PY3,Cordillera,Department,,
PY,PY4,Guairá,Department,,
PY,PY5,Caaguazú,Department,,
PY,PY6,Caazapá,Department,,
PY,PY7,Itapúa,Department,,
PY,PY8,Misiones,Department,,
PY,PY9,Paraguarí,Department,,
PY,PYASU,Asunción,Capital district,,
PS,PSBTH,Bethlehem,Governorate,,
PS,PSDEB,Deir El Balah,Governorate,,
PS,PSGZA,Gaza,Governorate,,
PS,PSHBN,Hebron,Governorate,,
PS,PSJEM,Jerusalem,Governorate,,
PS,PSJEN,Jenin,Governorate,,
PS,PSJRH,Jericho - Al Aghwar,Governorate,,
PS,PSKYS,Khan Yunis,Governorate,,
PS,PSNBS,Nablus,Governorate,,
PS,PSNGZ,North Gaza,Governorate,,
PS,PSQQA,Qalqilya,Governorate,,
PS,PSRBH,Ramallah,Governorate,,
PS,PSRFH,Rafah,Governorate,,
PS,PSSLT,Salfit,Governorate,,
PS,PSTBS,Tubas,Governorate,,
PS,PSTKM,Tulkarm,Governorate,,
QA,QADA,Ad Dawhah,Municipality,,
QA,QAKH,Al Khawr wa adh Dhakhīrah,Municipality,,
QA,QAMS,Ash Shamal,Municipality,,
QA,QARA,Ar Rayyan,Municipality,,
QA,QAUS,Umm Salal,Municipality,,
QA,QAWA,Al Wakrah,Municipality,,
QA,QAZA,Az̧ Z̧a‘āyin,Municipality,,
RO,ROAB,Alba,Department,,
RO,ROAG,Argeș,Department,,
RO,ROAR,Arad,Department,,
RO,ROB,București,Municipality,,
RO,ROBC,Bacău,Department,,
RO,ROBH,Bihor,Department,,
RO,ROBN,Bistrița-Năsăud,Department,,
RO,ROBR,Brăila,Department,,
RO,ROBT,Botoșani,Department,,
RO,ROBV,Brașov,Department,,
RO,ROBZ,Buzău,Department,,
RO,ROCJ,Cluj,Department,,
RO,ROCL,Călărași,Department,,
RO,ROCS,Caraș-Severin,Department,,
RO,ROCT,Constanța,Department,,
RO,ROCV,Covasna,Department,,
RO,RODB,Dâmbovița,Department,,
RO,RODJ,Dolj,Department,,
RO,ROGJ,Gorj,Department,,
RO,ROGL,Galați,Department,,
RO,ROGR,Giurgiu,Department,,
RO,ROHD,Hunedoara,Department,,
RO,ROHR,Harghita,Department,,
RO,ROIF,Ilfov,Department,,
RO,ROIL,Ialomița,Department,,
RO,ROIS,Iași,Department,,
RO,ROMH,Mehedinți,Department,,
RO,ROMM,Maramureș,Department,,
RO,ROMS,Mureș,Department,,
RO,RONT,Neamț,Department,,
RO,ROOT,Olt,Department,,
RO,ROPH,Prahova,Department,,
RO,ROSB,Sibiu,Department,,
RO,ROSJ,Sălaj,Department,,
RO,ROSM,Satu Mare,Department,,
RO,ROSV,Suceava,Department,,
RO,ROTL,Tulcea,Department,,
RO,ROTM,Timiș,Department,,
RO,ROTR,Teleorman,Department,,
RO,ROVL,Vâlcea,Department,,
RO,ROVN,Vrancea,Department,,
RO,ROVS,Vaslui,Department,,
RU,RUAD,"Adygeya, Respublika",Republic,,
RU,RUAL,"Altay, Respublika",Republic,,
RU,RUALT,Altayskiy kray,Administrative Territory,,
RU,RUAMU,Amurskaya oblast',Administrative Region,,
RU,RUARK,Arkhangel'skaya oblast',Administrative Region,,
RU,RUAST,Astrakhanskaya oblast',Administrative Region,,
RU,RUBA,"Bashkortostan, Respublika",Republic,,
RU,RUBEL,Belgorodskaya oblast',Administrative Region,,
RU,RUBRY,Bryanskaya oblast',Administrative Region,,
RU,RUBU,"Buryatiya, Respublika",Republic,,
RU,RUCE,Chechenskaya Respublika,Republic,,
RU,RUCHE,Chelyabinskaya oblast',Administrative Region,,
RU,RUCHU,Chukotskiy avtonomnyy okrug,Autonomous District,,
RU,RUCU,Chuvashskaya Respublika,Republic,,
RU,RUDA,"Dagestan, Respublika",Republic,,
RU,RUIN,Respublika Ingushetiya,Republic,,
RU,RUIRK,Irkutiskaya oblast',Administrative Region,,
RU,RUIVA,Ivanovskaya oblast',Administrative Region,,
RU,RUKAM,Kamchatskiy kray,Administrative Territory,,
RU,RUKB,Kabardino-Balkarskaya Respublika,Republic,,
RU,RUKC,Karachayevo-Cherkesskaya Respublika,Republic,,
RU,RUKDA,Krasnodarskiy kray,Administrative Territory,,
RU,RUKEM,Kemerovskaya oblast',Administrative Region,,
RU,RUKGD,Kaliningradskaya oblast',Administrative Region,,
RU,RUKGN,Kurganskaya oblast',Administrative Region,,
RU,RUKHA,Khabarovskiy kray,Administrative Territory,,
RU,RUKHM,Khanty-Mansiysky avtonomnyy okrug-Yugra,Autonomous District,,
RU,RUKIR,Kirovskaya oblast',Administrative Region,,
RU,RUKK,"Khakasiya, Respublika",Republic,,
RU,RUKL,"Kalmykiya, Respublika",Republic,,
RU,RUKLU,Kaluzhskaya oblast',Administrative Region,,
RU,RUKO,"Komi, Respublika",Republic,,
RU,RUKOS,Kostromskaya oblast',Administrative Region,,
RU,RUKR,"Kareliya, Respublika",Republic,,
RU,RUKRS,Kurskaya oblast',Administrative Region,,
RU,RUKYA,Krasnoyarskiy kray,Administrative Territory,,
RU,RULEN,Leningradskaya oblast',Administrative Region,,
RU,RULIP,Lipetskaya oblast',Administrative Region,,
RU,RUMAG,Magadanskaya oblast',Administrative Region,,
RU,RUME,"Mariy El, Respublika",Republic,,
RU,RUMO,"Mordoviya, Respublika",Republic,,
RU,RUMOS,Moskovskaya oblast',Administrative Region,,
RU,RUMOW,Moskva,Autonomous City,,
RU,RUMUR,Murmanskaya oblast',Administrative Region,,
RU,RUNEN,Nenetskiy avtonomnyy okrug,Autonomous District,,
RU,RUNGR,Novgorodskaya oblast',Administrative Region,,
RU,RUNIZ,Nizhegorodskaya oblast',Administrative Region,,
RU,RUNVS,Novosibirskaya oblast',Administrative Region,,
RU,RUOMS,Omskaya oblast',Administrative Region,,
RU,RUORE,Orenburgskaya oblast',Administrative Region,,
RU,RUORL,Orlovskaya oblast',Administrative Region,,
RU,RUPER,Permskiy kray,Administrative Territory,,
RU,RUPNZ,Penzenskaya oblast',Administrative Region,,
RU,RUPRI,Primorskiy kray,Administrative Territory,,
RU,RUPSK,Pskovskaya oblast',Administrative Region,,
RU,RUROS,Rostovskaya oblast',Administrative Region,,
RU,RURYA,Ryazanskaya oblast',Administrative Region,,
RU,RUSA,"Sakha, Respublika [Yakutiya]",Republic,,
RU,RUSAK,Sakhalinskaya oblast',Administrative Region,,
RU,RUSAM,Samaraskaya oblast',Administrative Region,,
RU,RUSAR,Saratovskaya oblast',Administrative Region,,
RU,RUSE,"Severnaya Osetiya-Alaniya, Respublika",Republic,,
RU,RUSMO,Smolenskaya oblast',Administrative Region,,
RU,RUSPE,Sankt-Peterburg,Autonomous City,,
RU,RUSTA,Stavropol'skiy kray,Administrative Territory,,
RU,RUSVE,Sverdlovskaya oblast',Administrative Region,,
RU,RUTA,"Tatarstan, Respublika",Republic,,
RU,RUTAM,Tambovskaya oblast',Administrative Region,,
RU,RUTOM,Tomskaya oblast',Administrative Region,,
RU,RUTUL,Tul'skaya oblast',Administrative Region,,
RU,RUTVE,Tverskaya oblast',Administrative Region,,
RU,RUTY,"Tyva, Respublika [Tuva]",Republic,,
RU,RUTYU,Tyumenskaya oblast',Administrative Region,,
RU,RUUD,Udmurtskaya Respublika,Republic,,
RU,RUULY,Ul'yanovskaya oblast',Administrative Region,,
RU,RUVGG,Volgogradskaya oblast',Administrative Region,,
RU,RUVLA,Vladimirskaya oblast',Administrative Region,,
RU,RUVLG,Vologodskaya oblast',Administrative Region,,
RU,RUVOR,Voronezhskaya oblast',Administrative Region,,
RU,RUYAN,Yamalo-Nenetskiy avtonomnyy okrug,Autonomous District,,
RU,RUYAR,Yaroslavskaya oblast',Administrative Region,,
RU,RUYEV,Yevreyskaya avtonomnaya oblast',Autonomous Region,,
RU,RUZAB,Zabajkal'skij kraj,Administrative Territory,,
RW,RW01,Ville de Kigali,Town council,,
RW,RW02,Est,Province,,
RW,RW03,Nord,Province,,
RW,RW04,Ouest,Province,,
RW,RW05,Sud,Province,,
SA,SA01,Ar Riyāḍ,Province,,
SA,SA02,Makkah,Province,,
SA,SA03,Al Madīnah,Province,,
SA,SA04,Ash Sharqīyah,Province,,
SA,SA05,Al Qaşīm,Province,,
SA,SA06,Ḥā'il,Province,,
SA,SA07,Tabūk,Province,,
SA,SA08,Al Ḥudūd ash Shamāliyah,Province,,
SA,SA09,Jīzan,Province,,
SA,SA10,Najrān,Province,,
SA,SA11,Al Bāhah,Province,,
SA,SA12,Al Jawf,Province,,
SA,SA14,`Asīr,Province,,
SD,SDDC,Zalingei,State,,
SD,SDDE,Sharq Dārfūr,State,,
SD,SDDN,Shamāl Dārfūr,State,,
SD,SDDS,Janūb Dārfūr,State,,
SD,SDDW,Gharb Dārfūr,State,,
SD,SDGD,Al Qaḑārif,State,,
SD,SDGZ,Al Jazīrah,State,,
SD,SDKA,Kassalā,State,,
SD,SDKH,Al Kharţūm,State,,
SD,SDKN,Shamāl Kurdufān,State,,
SD,SDKS,Janūb Kurdufān,State,,
SD,SDNB,An Nīl al Azraq,State,,
SD,SDNO,Ash Shamālīyah,State,,
SD,SDNR,An Nīl,State,,
SD,SDNW,An Nīl al Abyaḑ,State,,
SD,SDRS,Al Baḩr al Aḩmar,State,,
SD,SDSI,Sinnār,State,,
SN,SNDB,Diourbel,Region,,
SN,SNDK,Dakar,Region,,
SN,SNFK,Fatick,Region,,
SN,SNKA,Kaffrine,Region,,
SN,SNKD,Kolda,Region,,
SN,SNKE,Kédougou,Region,,
SN,SNKL,Kaolack,Region,,
SN,SNLG,Louga,Region,,
SN,SNMT,Matam,Region,,
SN,SNSE,Sédhiou,Region,,
SN,SNSL,Saint-Louis,Region,,
SN,SNTC,Tambacounda,Region,,
SN,SNTH,Thiès,Region,,
SN,SNZG,Ziguinchor,Region,,
SG,SG01,Central Singapore,district,,
SG,SG02,North East,district,,
SG,SG03,North West,district,,
SG,SG04,South East,district,,
SG,SG05,South West,district,,
SH,SHAC,Ascension,Geographical Entity,,
SH,SHHL,Saint Helena,Geographical Entity,,
SH,SHTA,Tristan da Cunha,Geographical Entity,,
SB,SBCE,Central,Province,,
SB,SBCH,Choiseul,Province,,
SB,SBCT,Capital Territory (Honiara),Capital territory,,
SB,SBGU,Guadalcanal,Province,,
SB,SBIS,Isabel,Province,,
SB,SBMK,Makira,Province,,
SB,SBML,Malaita,Province,,
SB,SBRB,Rennell and Bellona,Province,,
SB,SBTE,Temotu,Province,,
SB,SBWE,Western,Province,,
SL,SLE,Eastern,Province,,
SL,SLN,Northern,Province,,
SL,SLS,Southern (Sierra Leone),Province,,
SL,SLW,Western Area (Freetown),Area,,
SV,SVAH,Ahuachapán,Department,,
SV,SVCA,Cabañas,Department,,
SV,SVCH,Chalatenango,Department,,
SV,SVCU,Cuscatlán,Department,,
SV,SVLI,La Libertad,Department,,
SV,SVMO,Morazán,Department,,
SV,SVPA,La Paz,Department,,
SV,SVSA,Santa Ana,Department,,
SV,SVSM,San Miguel,Department,,
SV,SVSO,Sonsonate,Department,,
SV,SVSS,San Salvador,Department,,
SV,SVSV,San Vicente,Department,,
SV,SVUN,La Unión,Department,,
SV,SVUS,Usulután,Department,,
SM,SM01,Acquaviva,Municipalities,,
SM,SM02,Chiesanuova,Municipalities,,
SM,SM03,Domagnano,Municipalities,,
SM,SM04,Faetano,Municipalities,,
SM,SM05,Fiorentino,Municipalities,,
SM,SM06,Borgo Maggiore,Municipalities,,
SM,SM07,San Marino,Municipalities,,
SM,SM08,Montegiardino,Municipalities,,
SM,SM09,Serravalle,Municipalities,,
SO,SOAW,Awdal,Region,,
SO,SOBK,Bakool,Region,,
SO,SOBN,Banaadir,Region,,
SO,SOBR,Bari,Region,,
SO,SOBY,Bay,Region,,
SO,SOGA,Galguduud,Region,,
SO,SOGE,Gedo,Region,,
SO,SOHI,Hiirsan,Region,,
SO,SOJD,Jubbada Dhexe,Region,,
SO,SOJH,Jubbada Hoose,Region,,
SO,SOMU,Mudug,Region,,
SO,SONU,Nugaal,Region,,
SO,SOSA,Saneag,Region,,
SO,SOSD,Shabeellaha Dhexe,Region,,
SO,SOSH,Shabeellaha Hoose,Region,,
SO,SOSO,Sool,Region,,
SO,SOTO,Togdheer,Region,,
SO,SOWO,Woqooyi Galbeed,Region,,
RS,RS00,Beograd,City,,
RS,RS01,Severnobački okrug,District,,
RS,RS02,Srednjebanatski okrug,District,,
RS,RS03,Severnobanatski okrug,District,,
RS,RS04,Južnobanatski okrug,District,,
RS,RS05,Zapadnobački okrug,District,,
RS,RS06,Južnobački okrug,District,,
RS,RS07,Sremski okrug,District,,
RS,RS08,Mačvanski okrug,District,,
RS,RS09,Kolubarski okrug,District,,
RS,RS10,Podunavski okrug,District,,
RS,RS11,Braničevski okrug,District,,
RS,RS12,Šumadijski okrug,District,,
RS,RS13,Pomoravski okrug,District,,
RS,RS14,Borski okrug,District,,
RS,RS15,Zaječarski okrug,District,,
RS,RS16,Zlatiborski okrug,District,,
RS,RS17,Moravički okrug,District,,
RS,RS18,Raški okrug,District,,
RS,RS19,Rasinski okrug,District,,
RS,RS20,Nišavski okrug,District,,
RS,RS21,Toplički okrug,District,,
RS,RS22,Pirotski okrug,District,,
RS,RS23,Jablanički okrug,District,,
RS,RS24,Pčinjski okrug,District,,
RS,RS25,Kosovski okrug,District,,
RS,RS26,Pećki okrug,District,,
RS,RS27,Prizrenski okrug,District,,
RS,RS28,Kosovsko-Mitrovački okrug,District,,
RS,RS29,Kosovsko-Pomoravski okrug,District,,
RS,RSKM,Kosovo-Metohija,Autonomous province,,
RS,RSVO,Vojvodina,Autonomous province,,
SS,SSBN,Northern Bahr el Ghazal,State,,
SS,SSBW,Western Bahr el Ghazal,State,,
SS,SSEC,Central Equatoria,State,,
SS,SSEE,Eastern Equatoria,State,,
SS,SSEW,Western Equatoria,State,,
SS,SSJG,Jonglei,State,,
SS,SSLK,Lakes,State,,
SS,SSNU,Upper Nile,State,,
SS,SSUY,Unity,State,,
SS,SSWR,Warrap,State,,
ST,STP,Príncipe,Municipality,,
ST,STS,São Tomé,Municipality,,
SR,SRBR,Brokopondo,District,,
SR,SRCM,Commewijne,District,,
SR,SRCR,Coronie,District,,
SR,SRMA,Marowijne,District,,
SR,SRNI,Nickerie,District,,
SR,SRPM,Paramaribo,District,,
SR,SRPR,Para,District,,
SR,SRSA,Saramacca,District,,
SR,SRSI,Sipaliwini,District,,
SR,SRWA,Wanica,District,,
SK,SKBC,Banskobystrický kraj,Region,,
SK,SKBL,Bratislavský kraj,Region,,
SK,SKKI,Košický kraj,Region,,
SK,SKNI,Nitriansky kraj,Region,,
SK,SKPV,Prešovský kraj,Region,,
SK,SKTA,Trnavský kraj,Region,,
SK,SKTC,Trenčiansky kraj,Region,,
SK,SKZI,Žilinský kraj,Region,,
SI,SI001,Ajdovščina,Municipality,,
SI,SI002,Beltinci,Municipality,,
SI,SI003,Bled,Municipality,,
SI,SI004,Bohinj,Municipality,,
SI,SI005,Borovnica,Municipality,,
SI,SI006,Bovec,Municipality,,
SI,SI007,Brda,Municipality,,
SI,SI008,Brezovica,Municipality,,
SI,SI009,Brežice,Municipality,,
SI,SI010,Tišina,Municipality,,
SI,SI011,Celje,Municipality,,
SI,SI012,Cerklje na Gorenjskem,Municipality,,
SI,SI013,Cerknica,Municipality,,
SI,SI014,Cerkno,Municipality,,
SI,SI015,Črenšovci,Municipality,,
SI,SI016,Črna na Koroškem,Municipality,,
SI,SI017,Črnomelj,Municipality,,
SI,SI018,Destrnik,Municipality,,
SI,SI019,Divača,Municipality,,
SI,SI020,Dobrepolje,Municipality,,
SI,SI021,Dobrova-Polhov Gradec,Municipality,,
SI,SI022,Dol pri Ljubljani,Municipality,,
SI,SI023,Domžale,Municipality,,
SI,SI024,Dornava,Municipality,,
SI,SI025,Dravograd,Municipality,,
SI,SI026,Duplek,Municipality,,
SI,SI027,Gorenja vas-Poljane,Municipality,,
SI,SI028,Gorišnica,Municipality,,
SI,SI029,Gornja Radgona,Municipality,,
SI,SI030,Gornji Grad,Municipality,,
SI,SI031,Gornji Petrovci,Municipality,,
SI,SI032,Grosuplje,Municipality,,
SI,SI033,Šalovci,Municipality,,
SI,SI034,Hrastnik,Municipality,,
SI,SI035,Hrpelje-Kozina,Municipality,,
SI,SI036,Idrija,Municipality,,
SI,SI037,Ig,Municipality,,
SI,SI038,Ilirska Bistrica,Municipality,,
SI,SI039,Ivančna Gorica,Municipality,,
SI,SI040,Izola/Isola,Municipality,,
SI,SI041,Jesenice,Municipality,,
SI,SI042,Juršinci,Municipality,,
SI,SI043,Kamnik,Municipality,,
SI,SI044,Kanal,Municipality,,
SI,SI045,Kidričevo,Municipality,,
SI,SI046,Kobarid,Municipality,,
SI,SI047,Kobilje,Municipality,,
SI,SI048,Kočevje,Municipality,,
SI,SI049,Komen,Municipality,,
SI,SI050,Koper/Capodistria,Municipality,,
SI,SI051,Kozje,Municipality,,
SI,SI052,Kranj,Municipality,,
SI,SI053,Kranjska Gora,Municipality,,
SI,SI054,Krško,Municipality,,
SI,SI055,Kungota,Municipality,,
SI,SI056,Kuzma,Municipality,,
SI,SI057,Laško,Municipality,,
SI,SI058,Lenart,Municipality,,
SI,SI059,Lendava/Lendva,Municipality,,
SI,SI060,Litija,Municipality,,
SI,SI061,Ljubljana,Municipality,,
SI,SI062,Ljubno,Municipality,,
SI,SI063,Ljutomer,Municipality,,
SI,SI064,Logatec,Municipality,,
SI,SI065,Loška dolina,Municipality,,
SI,SI066,Loški Potok,Municipality,,
SI,SI067,Luče,Municipality,,
SI,SI068,Lukovica,Municipality,,
SI,SI069,Majšperk,Municipality,,
SI,SI070,Maribor,Municipality,,
SI,SI071,Medvode,Municipality,,
SI,SI072,Mengeš,Municipality,,
SI,SI073,Metlika,Municipality,,
SI,SI074,Mežica,Municipality,,
SI,SI075,Miren-Kostanjevica,Municipality,,
SI,SI076,Mislinja,Municipality,,
SI,SI077,Moravče,Municipality,,
SI,SI078,Moravske Toplice,Municipality,,
SI,SI079,Mozirje,Municipality,,
SI,SI080,Murska Sobota,Municipality,,
SI,SI081,Muta,Municipality,,
SI,SI082,Naklo,Municipality,,
SI,SI083,Nazarje,Municipality,,
SI,SI084,Nova Gorica,Municipality,,
SI,SI085,Novo mesto,Municipality,,
SI,SI086,Odranci,Municipality,,
SI,SI087,Ormož,Municipality,,
SI,SI088,Osilnica,Municipality,,
SI,SI089,Pesnica,Municipality,,
SI,SI090,Piran/Pirano,Municipality,,
SI,SI091,Pivka,Municipality,,
SI,SI092,Podčetrtek,Municipality,,
SI,SI093,Podvelka,Municipality,,
SI,SI094,Postojna,Municipality,,
SI,SI095,Preddvor,Municipality,,
SI,SI096,Ptuj,Municipality,,
SI,SI097,Puconci,Municipality,,
SI,SI098,Rače-Fram,Municipality,,
SI,SI099,Radeče,Municipality,,
SI,SI100,Radenci,Municipality,,
SI,SI101,Radlje ob Dravi,Municipality,,
SI,SI102,Radovljica,Municipality,,
SI,SI103,Ravne na Koroškem,Municipality,,
SI,SI104,Ribnica,Municipality,,
SI,SI105,Rogašovci,Municipality,,
SI,SI106,Rogaška Slatina,Municipality,,
SI,SI107,Rogatec,Municipality,,
SI,SI108,Ruše,Municipality,,
SI,SI109,Semič,Municipality,,
SI,SI110,Sevnica,Municipality,,
SI,SI111,Sežana,Municipality,,
SI,SI112,Slovenj Gradec,Municipality,,
SI,SI113,Slovenska Bistrica,Municipality,,
SI,SI114,Slovenske Konjice,Municipality,,
SI,SI115,Starče,Municipality,,
SI,SI116,Sveti Jurij,Municipality,,
SI,SI117,Šenčur,Municipality,,
SI,SI118,Šentilj,Municipality,,
SI,SI119,Šentjernej,Municipality,,
SI,SI120,Šentjur,Municipality,,
SI,SI121,Škocjan,Municipality,,
SI,SI122,Škofja Loka,Municipality,,
SI,SI123,Škofljica,Municipality,,
SI,SI124,Šmarje pri Jelšah,Municipality,,
SI,SI125,Šmartno ob Paki,Municipality,,
SI,SI126,Šoštanj,Municipality,,
SI,SI127,Štore,Municipality,,
SI,SI128,Tolmin,Municipality,,
SI,SI129,Trbovlje,Municipality,,
SI,SI130,Trebnje,Municipality,,
SI,SI131,Tržič,Municipality,,
SI,SI132,Turnišče,Municipality,,
SI,SI133,Velenje,Municipality,,
SI,SI134,Velike Lašče,Municipality,,
SI,SI135,Videm,Municipality,,
SI,SI136,Vipava,Municipality,,
SI,SI137,Vitanje,Municipality,,
SI,SI138,Vodice,Municipality,,
SI,SI139,Vojnik,Municipality,,
SI,SI140,Vrhnika,Municipality,,
SI,SI141,Vuzenica,Municipality,,
SI,SI142,Zagorje ob Savi,Municipality,,
SI,SI143,Zavrč,Municipality,,
SI,SI144,Zreče,Municipality,,
SI,SI146,Železniki,Municipality,,
SI,SI147,Žiri,Municipality,,
SI,SI148,Benedikt,Municipality,,
SI,SI149,Bistrica ob Sotli,Municipality,,
SI,SI150,Bloke,Municipality,,
SI,SI151,Braslovče,Municipality,,
SI,SI152,Cankova,Municipality,,
SI,SI153,Cerkvenjak,Municipality,,
SI,SI154,Dobje,Municipality,,
SI,SI155,Dobrna,Municipality,,
SI,SI156,Dobrovnik/Dobronak,Municipality,,
SI,SI157,Dolenjske Toplice,Municipality,,
SI,SI158,Grad,Municipality,,
SI,SI159,Hajdina,Municipality,,
SI,SI160,Hoče-Slivnica,Municipality,,
SI,SI161,Hodoš/Hodos,Municipality,,
SI,SI162,Horjul,Municipality,,
SI,SI163,Jezersko,Municipality,,
SI,SI164,Komenda,Municipality,,
SI,SI165,Kostel,Municipality,,
SI,SI166,Križevci,Municipality,,
SI,SI167,Lovrenc na Pohorju,Municipality,,
SI,SI168,Markovci,Municipality,,
SI,SI169,Miklavž na Dravskem polju,Municipality,,
SI,SI170,Mirna Peč,Municipality,,
SI,SI171,Oplotnica,Municipality,,
SI,SI172,Podlehnik,Municipality,,
SI,SI173,Polzela,Municipality,,
SI,SI174,Prebold,Municipality,,
SI,SI175,Prevalje,Municipality,,
SI,SI176,Razkrižje,Municipality,,
SI,SI177,Ribnica na Pohorju,Municipality,,
SI,SI178,Selnica ob Dravi,Municipality,,
SI,SI179,Sodražica,Municipality,,
SI,SI180,Solčava,Municipality,,
SI,SI181,Sveta Ana,Municipality,,
SI,SI182,Sveta Andraž v Slovenskih Goricah,Municipality,,
SI,SI183,Šempeter-Vrtojba,Municipality,,
SI,SI184,Tabor,Municipality,,
SI,SI185,Trnovska vas,Municipality,,
SI,SI186,Trzin,Municipality,,
SI,SI187,Velika Polana,Municipality,,
SI,SI188,Veržej,Municipality,,
SI,SI189,Vransko,Municipality,,
SI,SI190,Žalec,Municipality,,
SI,SI191,Žetale,Municipality,,
SI,SI192,Žirovnica,Municipality,,
SI,SI193,Žužemberk,Municipality,,
SI,SI194,Šmartno pri Litiji,Municipality,,
SI,SI195,Apače,Municipality,,
SI,SI196,Cirkulane,Municipality,,
SI,SI197,Kosanjevica na Krki,Municipality,,
SI,SI198,Makole,Municipality,,
SI,SI199,Mokronog-Trebelno,Municipality,,
SI,SI200,Poljčane,Municipality,,
SI,SI201,Renče-Vogrsko,Municipality,,
SI,SI202,Središče ob Dravi,Municipality,,
SI,SI203,Straža,Municipality,,
SI,SI204,Sveta Trojica v Slovenskih Goricah,Municipality,,
SI,SI205,Sveti Tomaž,Municipality,,
SI,SI206,Šmarjeske Topliče,Municipality,,
SI,SI207,Gorje,Municipality,,
SI,SI208,Log-Dragomer,Municipality,,
SI,SI209,Rečica ob Savinji,Municipality,,
SI,SI210,Sveti Jurij v Slovenskih Goricah,Municipality,,
SI,SI211,Šentrupert,Municipality,,
SE,SEAB,Stockholms län,County,,
SE,SEAC,Västerbottens län,County,,
SE,SEBD,Norrbottens län,County,,
SE,SEC,Uppsala län,County,,
SE,SED,Södermanlands län,County,,
SE,SEE,Östergötlands län,County,,
SE,SEF,Jönköpings län,County,,
SE,SEG,Kronobergs län,County,,
SE,SEH,Kalmar län,County,,
SE,SEI,Gotlands län,County,,
SE,SEK,Blekinge län,County,,
SE,SEM,Skåne län,County,,
SE,SEN,Hallands län,County,,
SE,SEO,Västra Götalands län,County,,
SE,SES,Värmlands län,County,,
SE,SET,Örebro län,County,,
SE,SEU,Västmanlands län,County,,
SE,SEW,Dalarnas län,County,,
SE,SEX,Gävleborgs län,County,,
SE,SEY,Västernorrlands län,County,,
SE,SEZ,Jämtlands län,County,,
SZ,SZHH,Hhohho,District,,
SZ,SZLU,Lubombo,District,,
SZ,SZMA,Manzini,District,,
SZ,SZSH,Shiselweni,District,,
SC,SC01,Anse aux Pins,District,,
SC,SC02,Anse Boileau,District,,
SC,SC03,Anse Etoile,District,,
SC,SC04,Anse Louis,District,,
SC,SC05,Anse Royale,District,,
SC,SC06,Baie Lazare,District,,
SC,SC07,Baie Sainte Anne,District,,
SC,SC08,Beau Vallon,District,,
SC,SC09,Bel Air,District,,
SC,SC10,Bel Ombre,District,,
SC,SC11,Cascade,District,,
SC,SC12,Glacis,District,,
SC,SC13,Grand Anse Mahe,District,,
SC,SC14,Grand Anse Praslin,District,,
SC,SC15,La Digue,District,,
SC,SC16,English River,District,,
SC,SC17,Mont Buxton,District,,
SC,SC18,Mont Fleuri,District,,
SC,SC19,Plaisance,District,,
SC,SC20,Pointe Larue,District,,
SC,SC21,Port Glaud,District,,
SC,SC22,Saint Louis,District,,
SC,SC23,Takamaka,District,,
SC,SC24,Les Mamelles,District,,
SC,SC25,Roche Caiman,District,,
SY,SYDI,Dimashq,Governorate,,
